LAST SEEN   TYPE      REASON                          OBJECT                                             MESSAGE
21m         Normal    Created                         pod/adaptation-service-fc5f75457-q97gm             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-q97gm             Started container adaptation-service
6m11s       Normal    Killing                         pod/adaptation-service-fc5f75457-q97gm             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-r4r59             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-r4r59 to aks-icaptestnode-10971123-vmss00000q
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-r4r59             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-r4r59             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Created                         pod/adaptation-service-fc5f75457-r4r59             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-r4r59             Started container adaptation-service
6m9s        Warning   FailedMount                     pod/adaptation-service-fc5f75457-r4r59             MountVolume.SetUp failed for volume "adaptation-service-sa-token-vhhsk" : secret "adaptation-service-sa-token-vhhsk" not found
6m6s        Normal    Killing                         pod/adaptation-service-fc5f75457-r4r59             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-r7gwp             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-r7gwp to aks-icaptestnode-10971123-vmss00000x
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-r7gwp             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-r7gwp             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Created                         pod/adaptation-service-fc5f75457-r7gwp             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-r7gwp             Started container adaptation-service
6m5s        Warning   FailedMount                     pod/adaptation-service-fc5f75457-r7gwp             MountVolume.SetUp failed for volume "adaptation-service-sa-token-vhhsk" : secret "adaptation-service-sa-token-vhhsk" not found
6m6s        Normal    Killing                         pod/adaptation-service-fc5f75457-r7gwp             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-rkwb9             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-rkwb9 to aks-icaptestnode-10971123-vmss00001d
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-rkwb9             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-rkwb9             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Created                         pod/adaptation-service-fc5f75457-rkwb9             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-rkwb9             Started container adaptation-service
6m10s       Warning   FailedMount                     pod/adaptation-service-fc5f75457-rkwb9             MountVolume.SetUp failed for volume "adaptation-service-sa-token-vhhsk" : secret "adaptation-service-sa-token-vhhsk" not found
6m10s       Normal    Killing                         pod/adaptation-service-fc5f75457-rkwb9             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-sb9b4             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-sb9b4 to aks-icaptestnode-10971123-vmss00001r
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-sb9b4             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-sb9b4             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Created                         pod/adaptation-service-fc5f75457-sb9b4             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-sb9b4             Started container adaptation-service
6m7s        Normal    Killing                         pod/adaptation-service-fc5f75457-sb9b4             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-sl8m5             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-sl8m5 to aks-icaptestnode-10971123-vmss00001p
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-sl8m5             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-sl8m5             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Created                         pod/adaptation-service-fc5f75457-sl8m5             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-sl8m5             Started container adaptation-service
6m9s        Normal    Killing                         pod/adaptation-service-fc5f75457-sl8m5             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-svxrn             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-svxrn to aks-icaptestnode-10971123-vmss00001n
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-svxrn             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-svxrn             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Created                         pod/adaptation-service-fc5f75457-svxrn             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-svxrn             Started container adaptation-service
6m10s       Normal    Killing                         pod/adaptation-service-fc5f75457-svxrn             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-tw7z4             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-tw7z4 to aks-icaptestnode-10971123-vmss000025
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-tw7z4             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-tw7z4             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Created                         pod/adaptation-service-fc5f75457-tw7z4             Created container adaptation-service
21m         Normal    Started                         pod/adaptation-service-fc5f75457-tw7z4             Started container adaptation-service
6m8s        Normal    Killing                         pod/adaptation-service-fc5f75457-tw7z4             Stopping container adaptation-service
21m         Normal    Scheduled                       pod/adaptation-service-fc5f75457-vh894             Successfully assigned icap-adaptation/adaptation-service-fc5f75457-vh894 to aks-icaptestnode-10971123-vmss00002i
21m         Normal    Pulling                         pod/adaptation-service-fc5f75457-vh894             Pulling image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
21m         Normal    Pulled                          pod/adaptation-service-fc5f75457-vh894             Successfully pulled image "glasswallsolutions/icap-adaptation-service:main-1d8a40a"
